step,position_x,position_y,velocity_x,velocity_y,acceleration_x,acceleration_y,kinetic,potential,lagrangian,action
0,0.05,0.0,1.0,0.0,0.0,0.0,0.5,0.0012500000000000002,0.50125,0.0250625
1,0.09987499999999996,0.0,0.9974999999999992,0.0,-0.050000000000017475,0.0,0.49750312499999916,0.0049875078124999965,0.5024906328124992,0.05018703164062496
2,0.14950031249999995,0.0,0.9925062499999996,0.0,-0.09987499999999232,0.0,0.49253432814453085,0.011175171718798822,0.5037094998633297,0.07537250663379144
3,0.19875187421874949,0.0,0.9850312343749906,0.0,-0.14950031250017884,0.0,0.4851432663471589,0.019751153752732807,0.5048944200998917,0.10061722763878603
4,0.24750655625195153,0.0,0.9750936406640407,0.0,-0.19875187421899973,0.0,0.47540380403172666,0.030629747693850223,0.5060335517255768,0.12591890522506488
5,0.295642471894523,0.0,0.9627183128514283,0.0,-0.24750655625224713,0.0,0.46341327494975026,0.0437022355939519,0.5071155105437022,0.15127468075224998
6,0.34303928135735706,0.0,0.9479361892566813,0.0,-0.29564247189493853,0.0,0.44929150945123936,0.05883797427708599,0.5081294837283253,0.17668115493866626
7,0.3895784926167964,0.0,0.9307842251887865,0.0,-0.3430392813578986,0.0,0.4331796369301448,0.07588570095478764,0.5090653378849324,0.20213442183291289
8,0.4351437576446934,0.0,0.911305300557939,0.0,-0.3895784926169487,0.0,0.41523867541249776,0.09467504490857181,0.5099137203210695,0.22763010784896637
9,0.47962116327847687,0.0,0.8895481126756695,0.0,-0.43514375764538976,0.0,0.39564792238242275,0.11501823013229968,0.5106661525147225,0.2531634154747025
10,0.522899516004063,0.0,0.8655670545117242,0.0,-0.47962116327890375,0.0,0.37460316292805107,0.1367119519186417,0.5113151148466928,0.27872917121703716
11,0.5648706199396443,0.0,0.839422078711625,0.0,-0.5228995160019845,0.0,0.35231471311427276,0.159539408635499,0.5118541217497717,0.30432187730452576
12,0.6054295473253821,0.0,0.8111785477147563,0.0,-0.5648706199373743,0.0,0.32900531813631056,0.18327246838730857,0.5122777865236191,0.32993576663070673
13,0.6444749008428148,0.0,0.7809070703486529,0.0,-0.6054295473220672,0.0,0.304907926260258,0.20767394890817797,0.5125818751684359,0.35556486038912855
14,0.6819090671081461,0.0,0.748683325306627,0.0,-0.6444749008405193,0.0,0.2802633607960943,0.23249998790215107,0.5127633486982454,0.3812030278240408
15,0.7176384607057161,0.0,0.7145878719514007,0.0,-0.6819090671045246,0.0,0.25531791337001575,0.25750248014203486,0.5128203935120506,0.4068440474996433
16,0.7515737581515266,0.0,0.6787059489162093,0.0,-0.7176384607038288,0.0,0.23032088254712604,0.2824315569710047,0.5127524395181308,0.43248166947554983
17,0.7836301212019666,0.0,0.6411272610088012,0.0,-0.7515737581481606,0.0,0.20552208240432376,0.30703808342750444,0.5125601658318282,0.45810967776714123
18,0.8137274089494109,0.0,0.6019457549488858,0.0,-0.7836301211983087,0.0,0.18116934595049203,0.33107614803776086,0.5122454939882529,0.48372195246655386
19,0.841790378174489,0.0,0.5612593845015621,0.0,-0.813727408946474,0.0,0.15750604834553616,0.3543055203935746,0.5118115687391107,0.5093125309035094
20,0.8677488714541424,0.0,0.5191698655930674,0.0,-0.8417903781698931,0.0,0.13476867466996184,0.3764940519549688,0.5112627266249307,0.5348756672347559
21,0.8915379925551712,0.0,0.4757824220205773,0.0,-0.8677488714498026,0.0,0.11318445655188336,0.3974199960846522,0.5106044526365356,0.5604058898665827
22,0.9130982686748236,0.0,0.43120552239304755,0.0,-0.891537992550595,0.0,0.09296910127113052,0.41687422412848013,0.5098433253996106,0.5858980561365632
23,0.9323757991227994,0.0,0.3855506089595182,0.0,-0.9130982686705867,0.0,0.07432463603452766,0.43466231539493944,0.5089869514294671,0.6113474037080365
24,0.9493223900729815,0.0,0.33893181900364144,0.0,-0.9323757991175351,0.0,0.05743738896655858,0.450606500146939,0.5080438891134975,0.6367495981637115
25,0.9638956750479878,0.0,0.29146569950012724,0.0,-0.949322390070284,0.0,0.04247612699254923,0.464547436188108,0.5070235631806572,0.6621007763227443
26,0.9760592208353853,0.0,0.24327091574795157,0.0,-0.9638956750435134,0.0,0.029590369224423475,0.47634580128888976,0.5059361705133132,0.68739758484841
27,0.9857826185707059,0.0,0.19446795470641298,0.0,-0.9760592208307716,0.0,0.018908892703847744,0.48588368553805894,0.5047925782419067,0.7126372137605053
28,0.9930415597596072,0.0,0.14517882377802582,0.0,-0.9857826185677431,0.0,0.010538445436785539,0.49306576970489674,0.5036042151416823,0.7378174245175894
29,0.9978178970491215,0.0,0.0955267457902873,0.0,-0.9930415597547703,0.0,0.0045626795806410865,0.4978202778357656,0.5023829574164067,0.7629365723884097
30,1.000099689596025,0.0,0.04563585093807032,0.0,-0.9978178970443395,0.0,0.001041315445420887,0.5000996945650328,0.5011410100104536,0.7879936228889324
31,0.9998812329189235,0.0,-0.004369133542030612,0.0,-1.0000996896020187,0.0,9.544663954048481e-06,0.4998812399717333,0.4998907846356873,0.8129881621207168
32,0.9971630731595321,0.0,-0.05436319518782784,0.0,-0.9998812329159444,0.0,0.001477678495514934,0.4971670972364812,0.49864477573199617,0.8379204009073166
33,0.9919520057172537,0.0,-0.104221348845567,0.0,-0.997163073154783,0.0,0.005431044777594684,0.4919843908232413,0.497415435600836,0.8627911726873584
34,0.984261058260692,0.0,-0.15381894913123384,0.0,-0.9919520057133367,0.0,0.011830134555918552,0.4843849154042287,0.4962150499601472,0.8876019251853657
35,0.9741094581584956,0.0,-0.20303200204392824,0.0,-0.9842610582538879,0.0,0.02061099692698284,0.4744446182369189,0.49505561516390173,0.9123547059435608
36,0.961522584410913,0.0,-0.2517374749516512,0.0,-0.9741094581544595,0.0,0.03168587814751661,0.4622628401661206,0.49394871831363724,0.9370521418592427
37,0.9465319042023164,0.0,-0.2998136041719326,0.0,-0.9615225844056273,0.0,0.044944098623282136,0.44796132283643153,0.49290542145971367,0.9616974129322283
38,0.9291748942332263,0.0,-0.3471401993818004,0.0,-0.9465319041973562,0.0,0.06025315901341807,0.43168299203666366,0.4919361510500817,0.9862942204847324
39,0.9094949470285634,0.0,-0.3935989440932588,0.0,-0.9291748942291677,0.0,0.07746006439566414,0.41359052933524465,0.49105059373090876,1.010846750171278
40,0.8875412624563405,0.0,-0.4390736914444573,0.0,-0.9094949470239698,0.0,0.09639285325933124,0.3938647462812973,0.49025759954062853,1.0353596301483092
41,0.8633687247279902,0.0,-0.48345075456700437,0.0,-0.8875412624509414,0.0,0.11686231604570295,0.37270277741921803,0.489565093464921,1.0598378848215553
42,0.8370377651878301,0.0,-0.5266191908032005,0.0,-0.8633687247239229,0.0,0.13866388606110885,0.35031611017531855,0.4889799962364274,1.0842868846333766
43,0.8086142112347047,0.0,-0.5684710790625094,0.0,-0.837037765186177,0.0,0.1615796838652469,0.3269284713053618,0.4885081551706087,1.108712292391907
44,0.778169121753508,0.0,-0.6089017896239326,0.0,-0.8086142112284643,0.0,0.18538069470361393,0.30277359102531304,0.48815428572892694,1.1331200066783533
45,0.7457786094679403,0.0,-0.6478102457113546,0.0,-0.7781691217484398,0.0,0.2098290572243028,0.2780928671699673,0.48792192439427007,1.1575161028980667
46,0.7115236506587169,0.0,-0.6850991761844663,0.0,-0.7457786094622331,0.0,0.23468044060431717,0.2531329527233539,0.48781339332767104,1.1819067725644503
47,0.675489882722852,0.0,-0.7206753587172978,0.0,-0.7115236506566313,0.0,0.25968648633115293,0.2281432908304662,0.4878297771616191,1.2062982614225313
48,0.6377673900801859,0.0,-0.7544498528533219,0.0,-0.6754898827204814,0.0,0.28459729023519953,0.203373621924846,0.4879709121600455,1.2306968070305335
49,0.5984504789623272,0.0,-0.7863382223571738,0.0,-0.6377673900770375,0.0,0.30916389996992005,0.1790714878851194,0.48823538785503945,1.2551085764232854
50,0.5576374416470721,0.0,-0.8162607463051021,0.0,-0.5984504789585676,0.0,0.33314080297928117,0.15547975816334586,0.48862056114262703,1.2795396044804168
51,0.5154303107277046,0.0,-0.8441426183873493,0.0,-0.5576374416449426,0.0,0.356288380088925,0.13283420260842907,0.4891225826973541,1.3039957336152845
52,0.47193460403152343,0.0,-0.8699141339236235,0.0,-0.5154303107254843,0.0,0.37837530020004395,0.11136113524119541,0.48973643544123935,1.3284825553873465
53,0.4272590608252618,0.0,-0.8935108641252317,0.0,-0.47193460403216475,0.0,0.3991808321549092,0.09127515252864239,0.49045598468355156,1.3530053546215242
54,0.38151536996693614,0.0,-0.9148738171665135,0.0,-0.4272590608256354,0.0,0.4184970506684136,0.07277698876050408,0.4912740394289177,1.3775690565929701
55,0.3348178906836916,0.0,-0.9339495856648898,0.0,-0.3815153699675277,0.0,0.4361309142818097,0.05605150996093823,0.49218242424274794,1.4021781778051075
56,0.2872833666737369,0.0,-0.9506904801990947,0.0,-0.33481789068409706,0.0,0.45190619457059267,0.04126586638369838,0.49317206095429106,1.426836780852822
57,0.2390306342470978,0.0,-0.9650546485327813,0.0,-0.28728336667373233,0.0,0.46566523732736503,0.028567822054284923,0.49423305938164996,1.4515484338219045
58,0.19018032523484033,0.0,-0.9770061802451495,0.0,-0.23903063424736412,0.0,0.4772705381186088,0.01808427805321482,0.49535481617182364,1.4763161746304956
59,0.14085456540949526,0.0,-0.9865151965069014,0.0,-0.1901803252350384,0.0,0.4866061164695252,0.009920004298348889,0.49652612076787406,1.5011424806688893
60,0.09117666917062614,0.0,-0.9935579247773824,0.0,-0.14085456540961772,0.0,0.4935786749439693,0.004156592500524903,0.4977352674444942,1.526029244041114
61,0.04127083125883054,0.0,-0.998116758235912,0.0,-0.09117666917059229,0.0,0.498118531535683,0.0008516407563974321,0.4989701722920804,1.550977752655718
62,-0.00873818373111216,0.0,-1.000180299798854,0.0,-0.04127083125884142,0.0,0.5001803160528627,3.8177927459336616e-05,0.500218493980322,1.575988677354734
63,-0.058725353261727085,0.0,-0.9997433906122984,0.0,0.008738183731111971,0.0,0.4997434235364874,0.00172433355785732,0.5014677570943447,1.6010620652094512
64,-0.10856570940918764,0.0,-0.9968071229492111,0.0,0.05872535326174529,0.0,0.49681222018114185,0.0058932566297600865,0.5027054768109019,1.6261973390499962
65,-0.15813465128312534,0.0,-0.991378837478754,0.0,0.10856570940914397,0.0,0.49141599970036287,0.012503283968217828,0.5039192836685807,1.6513933032334251
66,-0.20730825652885485,0.0,-0.9834721049145899,0.0,0.15813465128328152,0.0,0.48360869057256706,0.021488356612516742,0.5050970471850837,1.6766481555926793
67,-0.2559635911332615,0.0,-0.9731066920881328,0.0,0.20730825652914145,0.0,0.4734683170933541,0.03275867999291773,0.5062269970862718,1.701959505446993
68,-0.30397901675983485,0.0,-0.9603085125314668,0.0,0.2559635911333208,0.0,0.46109621962019914,0.046201621315137976,0.5072978409353371,1.7273243974937598
69,-0.35123449484450786,0.0,-0.9451095616934602,0.0,0.30397901676013084,0.0,0.4466160418022022,0.06168283518433831,0.5082988769865405,1.7527393413430867
70,-0.39761188669206865,0.0,-0.9275478369512156,0.0,0.35123449484489305,0.0,0.4301724949164394,0.07904760621941322,0.5092201011358526,1.7782003463998795
71,-0.44299524882289965,0.0,-0.9076672426166202,0.0,0.39761188669190645,0.0,0.4119299116596293,0.09812239523983138,0.5100523068994607,1.8037029617448526
72,-0.48727112283167207,0.0,-0.8855174801754484,0.0,0.4429952488234356,0.0,0.3920706038481378,0.11871657357281923,0.510787177420957,1.8292423206159003
73,-0.5303288190333639,0.0,-0.8611539240338371,0.0,0.4872711228322279,0.0,0.3707930404394378,0.14062432814866124,0.511417368588099,1.8548131890453052
74,-0.57206069318748,0.0,-0.8346374830823214,0.0,0.5303288190303124,0.0,0.3483098640829962,0.16362671834507006,0.5119365824280663,1.8804100181667085
75,-0.6123624156086329,0.0,-0.8060344484230578,0.0,0.5720606931852723,0.0,0.3248457660223315,0.18749386402502002,0.5123396300473515,1.9060269996690762
76,-0.6511332319907716,0.0,-0.7754163276427731,0.0,0.6123624156056939,0.0,0.30063524058750224,0.21198724290137397,0.5126224834888762,1.93165812384352
77,-0.68827621529294,0.0,-0.7428596660433698,0.0,0.6511332319880658,0.0,0.2759202417170335,0.23686207426898676,0.5127823159860203,1.957297239642821
78,-0.7236985080568845,0.0,-0.7084458552788895,0.0,0.688276215289607,0.0,0.2509477649309186,0.2618697652818803,0.5128175302127989,1.982938116153461
79,-0.7573115545506943,0.0,-0.6722609298761959,0.0,0.7236985080538715,0.0,0.2259673789190038,0.28676039532799463,0.5127277742469984,2.008574504865811
80,-0.7890313221581359,0.0,-0.6343953521488319,0.0,0.7573115545472796,0.0,0.20122873141402023,0.311285213673308,0.5125139450873283,2.0342002021201773
81,-0.8187785114601919,0.0,-0.5949437860411197,0.0,0.7890313221542432,0.0,0.17697905427447083,0.33519912541448377,0.5121781796889546,2.059809111104625
82,-0.8464787544836035,0.0,-0.5540048604682333,0.0,0.8187785114577294,0.0,0.15346069271121332,0.3582631408960564,0.5117238336072697,2.0853953027849887
83,-0.872062800620817,0.0,-0.5116809227442685,0.0,0.8464787544792961,0.0,0.13090868335021302,0.3802467641133114,0.5111554474635244,2.110953075158165
84,-0.8954666897564892,0.0,-0.468077782713445,0.0,0.8720628006164687,0.0,0.10954840533496753,0.40093029623172227,0.5104787015666898,2.1364770102364994
85,-0.9166319121677758,0.0,-0.42330444822573177,0.0,0.895466689754265,0.0,0.08959332794384561,0.4201070312021766,0.5097003591460222,2.1619620281938006
86,-0.9355055547986567,0.0,-0.3774728526176172,0.0,0.9166319121622911,0.0,0.07124287723164067,0.43758532152957125,0.5088281987612119,2.187403438131861
87,-0.9520404335425516,0.0,-0.3306975748778982,0.0,0.9355055547943801,0.0,0.05468044301506154,0.45319049354994484,0.5078709365650064,2.2127969849601117
88,-0.9661952112026007,0.0,-0.28309555320098023,0.0,0.9520404335383591,0.0,0.04007154612108452,0.46676659307541907,0.5068381391965036,2.2381388919199368
89,-0.9779345008346579,0.0,-0.23478579264114652,0.0,0.9661952111966742,0.0,0.027562184213065725,0.4781779439613658,0.5057401281744316,2.2634258983286584
90,-0.9872289542146365,0.0,-0.18588906759957147,0.0,0.9779345008315009,0.0,0.017277372726519025,0.4873105040198624,0.5045878767463814,2.2886552921659775
91,-0.9940553352090884,0.0,-0.1365276198890384,0.0,0.9872289542106615,0.0,0.009319895496282876,0.49407300472882654,0.5033929002251094,2.313824937177233
92,-0.9983965778655292,0.0,-0.08682485312881494,0.0,0.9940553352044689,0.0,0.0037692775604201427,0.4983978633467998,0.5021671409072199,2.338933294222594
93,-1.000241829077316,0.0,-0.03690502423574027,0.0,0.9983965778614933,0.0,0.0006809904069202883,0.5002418583179674,0.5009228487248877,2.3639794366588385
94,-0.9995864757163893,0.0,0.013107067218536494,0.0,1.0002418290855353,0.0,8.5897605535617e-05,0.49958656121755585,0.49967245882309147,2.388963059599993
95,-0.9964321561661844,0.0,0.06308639100409597,0.0,0.9995864757111893,0.0,0.00198994636496084,0.49643852092099566,0.4984284672859565,2.4138844829642907
96,-0.9907867562255767,0.0,0.1129079988121553,0.0,0.9964321561611865,0.0,0.006374108097882831,0.4908291981560001,0.497203306253883,2.438744648276985
97,-0.9826643893944139,0.0,0.16244733662325506,0.0,0.9907867562219951,0.0,0.013194568587994572,0.48281465109194815,0.4960092196799427,2.463545109260982
98,-0.9720853615897759,0.0,0.21158055609275994,0.0,0.9826643893900976,0.0,0.022383165858260768,0.4724749751085627,0.49485814096682346,2.488288016309323
99,-0.9590761203811721,0.0,0.26018482417207633,0.0,0.9720853615863277,0.0,0.03384807136472714,0.45991350234270023,0.49376157370742735,2.5129760949946944
100,-0.9436691888716257,0.0,0.3081386301909286,0.0,0.9590761203770447,0.0,0.04747470770797092,0.44525576901281594,0.49273047672078685,2.537612618830734
101,-0.9259030843899075,0.0,0.3553220896343625,0.0,0.9436691888686787,0.0,0.06312689369106497,0.42864826084137214,0.49177515453243714,2.562201376557356
102,-0.9058222221972296,0.0,0.40161724385355724,0.0,0.9259030843838943,0.0,0.08064820528026383,0.4102569491131636,0.49090515439342747,2.586746634277027
103,-0.8834768044490733,0.0,0.4469083549631261,0.0,0.9058222221913769,0.0,0.09986353886792375,0.39026563199977304,0.4901291708676968,2.611253092820412
104,-0.8589226946898053,0.0,0.49108219518535967,0.0,0.8834768044446716,0.0,0.12058086121403584,0.36887409772659824,0.48945495894063407,2.6357258407674435
105,-0.832221278193824,0.0,0.5340283299196271,0.0,0.8589226946853489,0.0,0.14259312857837306,0.34629612793928105,0.48888925651765414,2.6601703035933264
106,-0.8034393085023656,0.0,0.5756393938291684,0.0,0.8322212781908255,0.0,0.16568035586400623,0.32275736122337967,0.4884377170873859,2.6845921894476956
107,-0.7726487405396574,0.0,0.6158113592541639,0.0,0.8034393084999091,0.0,0.18961181509323044,0.2984930381287594,0.4881048532219898,2.708997432108795
108,-0.7399265507256043,0.0,0.6544437962810614,0.0,0.7726487405379511,0.0,0.2141483412453837,0.27374565023434516,0.4878939914797289,2.7333921316827814
109,-0.7053545445347466,0.0,0.6914401238171544,0.0,0.7399265507218588,0.0,0.23904472241214086,0.2487625167479099,0.48780723916005075,2.757782493640784
110,-0.6690191519825587,0.0,0.7267078510437582,0.0,0.7053545445320774,0.0,0.26405215038431856,0.22379331285973098,0.48784546324404954,2.7821747668029864
111,-0.6310112115504198,0.0,0.7601588086427765,0.0,0.6690191519803657,0.0,0.2889207071786027,0.19908757455116435,0.48800828172976707,2.8065751808894746
112,-0.5914257430894112,0.0,0.7917093692201718,0.0,0.631011211547905,0.0,0.31340186265550113,0.1748922047944311,0.4882940674499322,2.830989884261971
113,-0.5503617102706866,0.0,0.821280656374492,0.0,0.5914257430864045,0.0,0.3372509582674582,0.1514490060660376,0.48869996433349583,2.855424882478646
114,-0.5079217731762924,0.0,0.8487987418878842,0.0,0.5503617102678438,0.0,0.3602296521152275,0.1289922638332745,0.489221915948502,2.879885978276071
115,-0.4642120316489631,0.0,0.8741948305465865,0.0,0.5079217731740471,0.0,0.38210830087718756,0.10774640516382895,0.4898547060410165,2.904378713578122
116,-0.4193417600425107,0.0,0.8974054321290467,0.0,0.4642120316492026,0.0,0.4026682548073605,0.08792375585777532,0.4905920106651358,2.9289083141113785
117,-0.3734231340359519,0.0,0.9183725201311768,0.0,0.4193417600426019,0.0,0.42170404286604435,0.06972241851661624,0.4914264613826606,2.9534796371805117
118,-0.3265709501943009,0.0,0.9370436768330206,0.0,0.3734231340368765,0.0,0.4390254261463732,0.053324292755404276,0.4923497189017775,2.9780971231256004
119,-0.27890233897716343,0.0,0.9533722243427486,0.0,0.3265709501945602,0.0,0.4544592990741201,0.03889325734346629,0.49335255641758635,3.0027647509464797
